UAR Code,Principal / Duplicate
TNS_2392_V,DUPLICATE
TNS_2393_V,DUPLICATE
TNS_2394_V,DUPLICATE
TNS_2395_V,DUPLICATE
TNS_2396_V,DUPLICATE
TNS_2397_V,DUPLICATE
TNS_2398_I,DUPLICATE
TNS_2399_V,DUPLICATE
TNS_2400_V,DUPLICATE
TNS_2401_V,DUPLICATE
TNS_2402_V,DUPLICATE
TNS_2403_V,DUPLICATE
TNS_2404_V,DUPLICATE
TNS_2405_V,DUPLICATE
TNS_2406_V,DUPLICATE
TNS_2407_V,DUPLICATE
TNS_2408_V,DUPLICATE
TNS_2409_V,DUPLICATE
TNS_2410_V,DUPLICATE
TNS_2411_V,DUPLICATE
TNS_2412_V,DUPLICATE
TNS_2413_V,DUPLICATE
TNS_2414_V,DUPLICATE
TNS_2415_V,DUPLICATE
TNS_2416_V,DUPLICATE
TNS_2417_V,DUPLICATE
TNS_2418_V,DUPLICATE
TNS_2419_V,DUPLICATE
TNS_2420_V,DUPLICATE
TNS_2421_V,DUPLICATE
TNS_2422_V,DUPLICATE
TNS_2423_V,DUPLICATE
TNS_2424_V,DUPLICATE
TNS_2425_V,DUPLICATE
TNS_2426_V,DUPLICATE
TNS_2427_V,DUPLICATE
TNS_2428_V,DUPLICATE
TNS_2429_V,DUPLICATE
TNS_2430_V,DUPLICATE
TNS_2431_V,DUPLICATE
TNS_2432_V,DUPLICATE
TNS_2433_V,DUPLICATE
TNS_2434_V,DUPLICATE
TNS_2435_V,DUPLICATE
TNS_2436_V,DUPLICATE
TNS_2437_V,DUPLICATE
TNS_2438_V,DUPLICATE
TNS_2439_V,DUPLICATE
TNS_2440_V,DUPLICATE
TNS_2441_V,DUPLICATE
TNS_2442_V,DUPLICATE
TNS_2443_V,DUPLICATE
TNS_2444_V,DUPLICATE
TNS_2445_V,DUPLICATE
TNS_2446_V,DUPLICATE
TNS_2447_V,DUPLICATE
TNS_2448_V,DUPLICATE
TNS_2449_V,DUPLICATE
TNS_2450_V,DUPLICATE
TNS_2451_V,DUPLICATE
TNS_2452_I,DUPLICATE
TNS_2453_V,DUPLICATE
TNS_2454_V,DUPLICATE
TNS_2455_V,DUPLICATE
TNS_2456_V,DUPLICATE
TNS_2457_I,DUPLICATE
TNS_2458_V,DUPLICATE
TNS_2459_V,DUPLICATE
TNS_2460_V,DUPLICATE
TNS_2461_I,DUPLICATE
TNS_2462_I,DUPLICATE
TNS_2463_I,DUPLICATE
TNS_2464_I,DUPLICATE
TNS_2465_I,DUPLICATE
TNS_2466_I,DUPLICATE
TNS_2467_I,DUPLICATE
TNS_2468_V,DUPLICATE
TNS_2469_V,DUPLICATE
TNS_2470_V,DUPLICATE
TNS_2471_V,DUPLICATE
TNS_2472_A,PRINCIPAL
TNS_2473_A,PRINCIPAL
TNS_2474_V,DUPLICATE
TNS_2475_V,DUPLICATE
TNS_2476_V,DUPLICATE
TNS_2477_I,DUPLICATE
TNS_2478_V,DUPLICATE
TNS_2479_V,DUPLICATE
TNS_2480_V,DUPLICATE
TNS_2481_V,DUPLICATE
TNS_2482_V,DUPLICATE
TNS_2483_V,DUPLICATE
TNS_2484_V,DUPLICATE
TNS_2485_V,DUPLICATE
TNS_2486_V,DUPLICATE
TNS_2487_V,DUPLICATE
TNS_2488_V,DUPLICATE
TNS_2489_V,DUPLICATE
TNS_2490_V,DUPLICATE
TNS_2491_V,DUPLICATE
TNS_2492_V,DUPLICATE
TNS_2493_V,DUPLICATE
TNS_2494_V,PRINCIPAL
TNS_2495_V,PRINCIPAL
TNS_2496_V,PRINCIPAL
TNS_2497_V,DUPLICATE
TNS_2498_I,DUPLICATE
TNS_2499_V,DUPLICATE
TNS_2500_V,DUPLICATE
TNS_2501_V,DUPLICATE
TNS_2502_I,DUPLICATE
TNS_2503_I,DUPLICATE
TNS_2504_V,DUPLICATE
TNS_2505_V,DUPLICATE
TNS_2506_I,DUPLICATE
TNS_2507_I,DUPLICATE
TNS_2508_I,DUPLICATE
TNS_2509_I,DUPLICATE
TNS_2510_I,DUPLICATE
TNS_2511_I,DUPLICATE
TNS_2512_I,DUPLICATE
TNS_2513_V,PRINCIPAL
TNS_2514_V,PRINCIPAL
TNS_2515_V,PRINCIPAL
TNS_2516_V,PRINCIPAL
TNS_2517_V,PRINCIPAL
TNS_2518_V,PRINCIPAL
TNS_2519_V,PRINCIPAL
TNS_2520_V,PRINCIPAL
TNS_2521_V,PRINCIPAL
TNS_2522_V,PRINCIPAL
TNS_2523_V,PRINCIPAL
TNS_2524_V,PRINCIPAL
TNS_2525_V,PRINCIPAL
TNS_2526_V,PRINCIPAL
TNS_2527_V,PRINCIPAL
TNS_2528_V,PRINCIPAL
TNS_2529_V,PRINCIPAL
TNS_2530_I,DUPLICATE
TNS_2531_I,DUPLICATE
TNS_2532_I,DUPLICATE
TNS_2533_I,DUPLICATE
TNS_2534_I,DUPLICATE
TNS_2535_I,DUPLICATE
TNS_2536_I,DUPLICATE
TNS_2537_I,DUPLICATE
TNS_2538_I,DUPLICATE
TNS_2539_I,DUPLICATE
TNS_2540_I,DUPLICATE
TNS_2541_I,DUPLICATE
TNS_2542_I,DUPLICATE
TNS_2543_I,DUPLICATE
TNS_2544_I,DUPLICATE
TNS_2545_I,DUPLICATE
TNS_2546_I,DUPLICATE
TNS_2547_I,DUPLICATE
TNS_2548_I,DUPLICATE
TNS_2549_I,DUPLICATE
TNS_2550_I,DUPLICATE
TNS_2551_I,DUPLICATE
TNS_2552_I,DUPLICATE
TNS_2553_I,DUPLICATE
TNS_2554_I,DUPLICATE
TNS_2555_I,DUPLICATE
TNS_2556_I,DUPLICATE
TNS_2557_I,DUPLICATE
TNS_2558_I,DUPLICATE
TNS_2559_I,DUPLICATE
TNS_2560_V,DUPLICATE
TNS_2561_V,PRINCIPAL
TNS_2562_I,DUPLICATE
TNS_2563_I,DUPLICATE
TNS_2564_V,DUPLICATE
TNS_2565_V,DUPLICATE
TNS_2566_V,DUPLICATE
TNS_2567_V,DUPLICATE
TNS_2568_V,DUPLICATE
TNS_2569_V,DUPLICATE
TNS_2570_V,DUPLICATE
TNS_2571_V,DUPLICATE
TNS_2572_V,DUPLICATE
TNS_2573_V,DUPLICATE
TNS_2574_I,DUPLICATE
TNS_2575_I,DUPLICATE
TNS_2576_V,DUPLICATE
TNS_2577_V,DUPLICATE
TNS_2578_V,DUPLICATE
TNS_2579_V,DUPLICATE
TNS_2580_V,DUPLICATE
TNS_2581_V,DUPLICATE
TNS_2582_V,DUPLICATE
TNS_2583_V,DUPLICATE
TNS_2584_I,DUPLICATE
TNS_2585_V,DUPLICATE
TNS_2586_V,DUPLICATE
TNS_2587_V,DUPLICATE
TNS_2588_V,DUPLICATE
TNS_2589_V,DUPLICATE
TNS_2590_V,DUPLICATE
TNS_2591_V,DUPLICATE
TNS_2592_V,DUPLICATE
TNS_2593_V,DUPLICATE
TNS_2594_V,DUPLICATE
TNS_2595_V,DUPLICATE
TNS_2596_V,DUPLICATE
TNS_2597_V,DUPLICATE
TNS_2598_V,DUPLICATE
TNS_2599_V,DUPLICATE
TNS_2600_V,DUPLICATE
TNS_2601_V,DUPLICATE
TNS_2602_V,DUPLICATE
TNS_2603_V,DUPLICATE
TNS_2604_V,DUPLICATE
TNS_2605_V,DUPLICATE
TNS_2606_V,DUPLICATE
TNS_2607_V,DUPLICATE
TNS_2608_V,DUPLICATE
TNS_2609_V,DUPLICATE
TNS_2610_V,DUPLICATE
TNS_2611_V,DUPLICATE
TNS_2612_V,DUPLICATE
TNS_2613_V,DUPLICATE
TNS_2614_V,DUPLICATE
TNS_2615_V,DUPLICATE
TNS_2616_V,DUPLICATE
TNS_2617_V,DUPLICATE
TNS_2618_V,DUPLICATE
TNS_2619_V,DUPLICATE
TNS_2620_V,DUPLICATE
TNS_2621_V,DUPLICATE
TNS_2622_V,DUPLICATE
TNS_2623_V,DUPLICATE
TNS_2624_V,DUPLICATE
TNS_2625_V,DUPLICATE
TNS_2626_V,DUPLICATE
TNS_2627_V,DUPLICATE
TNS_2628_V,DUPLICATE
TNS_2629_V,DUPLICATE
TNS_2630_V,DUPLICATE
TNS_2631_V,DUPLICATE
TNS_2632_V,DUPLICATE
TNS_2633_V,DUPLICATE
TNS_2634_V,DUPLICATE
TNS_2635_V,DUPLICATE
TNS_2636_V,DUPLICATE
TNS_2637_V,DUPLICATE
TNS_2638_I,DUPLICATE
TNS_2639_I,DUPLICATE
TNS_2640_I,DUPLICATE
TNS_2641_I,DUPLICATE
TNS_2642_V,DUPLICATE
TNS_2643_I,DUPLICATE
TNS_2644_I,DUPLICATE
TNS_2645_I,DUPLICATE
TNS_2646_I,DUPLICATE
TNS_2647_I,DUPLICATE
TNS_2648_I,DUPLICATE
TNS_2649_I,DUPLICATE
TNS_2650_I,DUPLICATE
TNS_2651_I,DUPLICATE
TNS_2652_I,DUPLICATE
TNS_2653_I,DUPLICATE
TNS_2654_I,DUPLICATE
TNS_2655_I,DUPLICATE
TNS_2656_I,DUPLICATE
TNS_2657_I,DUPLICATE
TNS_2658_I,DUPLICATE
TNS_2659_I,DUPLICATE
TNS_2660_I,DUPLICATE
TNS_2661_I,DUPLICATE
TNS_2662_I,DUPLICATE
TNS_2663_I,DUPLICATE
TNS_2664_I,DUPLICATE
TNS_2665_I,DUPLICATE
TNS_2666_I,DUPLICATE
TNS_2667_I,DUPLICATE
TNS_2668_I,DUPLICATE
TNS_2669_I,DUPLICATE
TNS_2670_I,DUPLICATE
TNS_2671_I,DUPLICATE
TNS_2672_I,DUPLICATE
TNS_2673_I,DUPLICATE
TNS_2674_I,DUPLICATE
TNS_2675_I,DUPLICATE
TNS_2676_I,DUPLICATE
TNS_2677_I,DUPLICATE
TNS_2678_I,DUPLICATE
TNS_2679_I,DUPLICATE
TNS_2680_I,DUPLICATE
TNS_2681_I,DUPLICATE
TNS_2682_I,DUPLICATE
TNS_2683_I,DUPLICATE
TNS_2684_I,DUPLICATE
TNS_2685_I,DUPLICATE
TNS_2686_I,DUPLICATE
TNS_2687_I,DUPLICATE
TNS_2688_I,DUPLICATE
TNS_2689_I,DUPLICATE
TNS_2690_I,DUPLICATE
TNS_2691_I,DUPLICATE
TNS_2692_I,DUPLICATE
TNS_2693_I,DUPLICATE
TNS_2694_I,DUPLICATE
TNS_2695_I,DUPLICATE
TNS_2696_I,DUPLICATE
TNS_2697_I,DUPLICATE
TNS_2698_I,DUPLICATE
TNS_2699_I,DUPLICATE
TNS_2700_I,DUPLICATE
TNS_2701_I,DUPLICATE
TNS_2702_I,DUPLICATE
TNS_2703_I,DUPLICATE
TNS_2704_I,DUPLICATE
TNS_2705_I,DUPLICATE
TNS_2706_I,DUPLICATE
TNS_2707_I,DUPLICATE
TNS_2708_I,DUPLICATE
TNS_2709_I,DUPLICATE
TNS_2710_I,DUPLICATE
TNS_2711_I,DUPLICATE
TNS_2712_I,DUPLICATE
TNS_2713_I,DUPLICATE
TNS_2714_I,DUPLICATE
TNS_2715_I,DUPLICATE
TNS_2716_I,DUPLICATE
TNS_2717_I,DUPLICATE
TNS_2718_I,DUPLICATE
TNS_2719_I,DUPLICATE
TNS_2720_I,DUPLICATE
TNS_2721_I,DUPLICATE
TNS_2722_I,DUPLICATE
TNS_2723_I,DUPLICATE
TNS_2724_I,DUPLICATE
TNS_2725_I,DUPLICATE
TNS_2726_I,DUPLICATE
TNS_2727_I,DUPLICATE
TNS_2728_I,DUPLICATE
TNS_2729_I,DUPLICATE
TNS_2730_I,DUPLICATE
TNS_2731_V,DUPLICATE
TNS_2732_V,DUPLICATE
TNS_2733_V,DUPLICATE
TNS_2734_V,DUPLICATE
TNS_2735_V,DUPLICATE
TNS_2736_V,DUPLICATE
TNS_2737_V,DUPLICATE
TNS_2738_V,DUPLICATE
TNS_2739_V,DUPLICATE
TNS_2740_I,PRINCIPAL
TNS_2741_V,DUPLICATE
TNS_2742_V,DUPLICATE
TNS_2743_V,DUPLICATE
TNS_2744_I,DUPLICATE
TNS_2745_I,DUPLICATE
TNS_2746_I,DUPLICATE
TNS_2747_I,DUPLICATE
TNS_2748_I,DUPLICATE
TNS_2749_V,DUPLICATE
TNS_2750_V,DUPLICATE
TNS_2751_V,DUPLICATE
TNS_2752_I,DUPLICATE
TNS_2753_I,DUPLICATE
TNS_2754_V,DUPLICATE
TNS_2755_V,DUPLICATE
TNS_2756_I,DUPLICATE
TNS_2757_I,DUPLICATE
TNS_2758_I,DUPLICATE
TNS_2759_I,DUPLICATE
TNS_2760_I,DUPLICATE
TNS_2761_I,DUPLICATE
TNS_2762_I,DUPLICATE
TNS_2763_I,DUPLICATE
TNS_2764_I,DUPLICATE
TNS_2765_I,DUPLICATE
TNS_2766_I,DUPLICATE
TNS_2767_I,DUPLICATE
TNS_2768_I,DUPLICATE
TNS_2769_I,DUPLICATE
TNS_2770_I,DUPLICATE
TNS_2771_I,DUPLICATE
TNS_2772_I,DUPLICATE
TNS_2773_I,DUPLICATE
TNS_2774_I,DUPLICATE
TNS_2775_I,DUPLICATE
TNS_2776_V,DUPLICATE
TNS_2777_V,DUPLICATE
TNS_2778_V,DUPLICATE
TNS_2779_I,DUPLICATE
TNS_2780_I,DUPLICATE
TNS_2781_I,DUPLICATE
TNS_2782_I,DUPLICATE
TNS_2783_V,DUPLICATE
TNS_2784_V,DUPLICATE
TNS_2785_V,DUPLICATE
TNS_2786_V,DUPLICATE
TNS_2787_V,DUPLICATE
TNS_2788_V,DUPLICATE
TNS_2789_V,DUPLICATE
TNS_2790_V,DUPLICATE
TNS_2791_V,DUPLICATE
TNS_2792_V,DUPLICATE
TNS_2793_V,DUPLICATE
TNS_2794_V,DUPLICATE
TNS_2795_V,DUPLICATE
TNS_2796_V,DUPLICATE
TNS_2797_V,DUPLICATE
TNS_2798_V,DUPLICATE
TNS_2799_V,DUPLICATE
TNS_2800_V,DUPLICATE
TNS_2801_V,DUPLICATE
TNS_2802_V,DUPLICATE
TNS_2803_V,DUPLICATE
TNS_2804_V,DUPLICATE
TNS_2805_V,DUPLICATE
TNS_2806_V,DUPLICATE
TNS_2807_V,DUPLICATE
TNS_2808_V,DUPLICATE
TNS_2809_V,DUPLICATE
TNS_2810_V,DUPLICATE
TNS_2811_V,DUPLICATE
TNS_2812_V,DUPLICATE
TNS_2813_V,DUPLICATE
TNS_2814_V,DUPLICATE
TNS_2815_V,DUPLICATE
TNS_2816_I,DUPLICATE
TNS_2817_I,DUPLICATE
TNS_2818_I,DUPLICATE
TNS_2819_I,DUPLICATE
TNS_2820_I,DUPLICATE
TNS_2821_I,DUPLICATE
TNS_2822_I,DUPLICATE
TNS_2823_I,DUPLICATE
TNS_2824_I,DUPLICATE
TNS_2825_I,DUPLICATE
TNS_2826_I,DUPLICATE
TNS_2827_I,DUPLICATE
TNS_2828_I,DUPLICATE
TNS_2829_I,DUPLICATE
TNS_2830_I,DUPLICATE
TNS_2831_I,DUPLICATE
TNS_2832_I,DUPLICATE
TNS_2833_I,DUPLICATE
TNS_2834_I,DUPLICATE
TNS_2835_I,DUPLICATE
TNS_2836_I,DUPLICATE
TNS_2837_I,DUPLICATE
TNS_2838_I,DUPLICATE
TNS_2839_I,DUPLICATE
TNS_2840_V,DUPLICATE
TNS_2841_V,DUPLICATE
TNS_2842_V,DUPLICATE
TNS_2843_V,DUPLICATE
TNS_2844_V,DUPLICATE
TNS_2845_V,DUPLICATE
TNS_2846_V,DUPLICATE
TNS_2847_V,DUPLICATE
TNS_2848_V,DUPLICATE
TNS_2849_V,DUPLICATE
TNS_2850_V,DUPLICATE
TNS_2851_V,DUPLICATE
TNS_2852_V,DUPLICATE
TNS_2853_V,DUPLICATE
TNS_2854_V,DUPLICATE
TNS_2855_V,DUPLICATE
TNS_2856_V,DUPLICATE
TNS_2857_V,DUPLICATE
TNS_2858_V,DUPLICATE
TNS_2859_V,DUPLICATE
TNS_2860_V,DUPLICATE
TNS_2861_V,DUPLICATE
TNS_2862_V,DUPLICATE
TNS_2863_V,DUPLICATE
TNS_2864_V,DUPLICATE
TNS_2865_V,DUPLICATE
TNS_2866_V,DUPLICATE
TNS_2867_V,DUPLICATE
TNS_2868_V,DUPLICATE
TNS_2869_V,DUPLICATE
TNS_2870_V,DUPLICATE
TNS_2871_V,DUPLICATE
TNS_2872_V,DUPLICATE
TNS_2873_V,DUPLICATE
TNS_2874_V,DUPLICATE
TNS_2875_V,DUPLICATE
TNS_2876_V,DUPLICATE
TNS_2877_V,DUPLICATE
TNS_2878_V,DUPLICATE
TNS_2879_V,DUPLICATE
TNS_2880_V,DUPLICATE
TNS_2881_V,DUPLICATE
TNS_2882_V,DUPLICATE
TNS_2883_V,DUPLICATE
TNS_2884_V,DUPLICATE
TNS_2885_V,DUPLICATE
TNS_2886_V,DUPLICATE
TNS_2887_V,DUPLICATE
TNS_2888_V,DUPLICATE
TNS_2889_V,DUPLICATE
TNS_2890_V,DUPLICATE
TNS_2891_V,DUPLICATE
TNS_2892_V,DUPLICATE
TNS_2893_V,DUPLICATE
TNS_2894_V,DUPLICATE
TNS_2895_I,DUPLICATE
TNS_2896_I,DUPLICATE
TNS_2897_I,DUPLICATE
TNS_2898_I,DUPLICATE
TNS_2899_I,DUPLICATE
TNS_2900_I,DUPLICATE
TNS_2901_I,DUPLICATE
TNS_2902_I,DUPLICATE
TNS_2903_I,DUPLICATE
TNS_2904_I,DUPLICATE
TNS_2905_I,DUPLICATE
TNS_2906_I,DUPLICATE
TNS_2907_I,DUPLICATE
TNS_2908_I,DUPLICATE
TNS_2909_I,DUPLICATE
TNS_2910_I,DUPLICATE
TNS_2911_I,DUPLICATE
TNS_2912_I,DUPLICATE
TNS_2913_A,PRINCIPAL
TNS_2914_A,PRINCIPAL
TNS_2915_V,DUPLICATE
TNS_2916_V,DUPLICATE
TNS_2917_V,DUPLICATE
TNS_2918_I,DUPLICATE
TNS_2919_I,DUPLICATE
TNS_2920_I,DUPLICATE
TNS_2921_I,DUPLICATE
TNS_2922_I,DUPLICATE
TNS_2923_I,DUPLICATE
TNS_2924_I,DUPLICATE
TNS_2925_I,DUPLICATE
TNS_2926_I,DUPLICATE
TNS_2927_I,DUPLICATE
TNS_2928_I,DUPLICATE
TNS_2929_I,DUPLICATE
TNS_2930_I,DUPLICATE
TNS_2931_I,DUPLICATE
TNS_2932_V,DUPLICATE
TNS_2933_I,PRINCIPAL
TNS_2934_I,PRINCIPAL
TNS_2935_I,PRINCIPAL
TNS_2936_I,PRINCIPAL
TNS_2937_I,PRINCIPAL
TNS_2938_I,PRINCIPAL
TNS_2939_I,PRINCIPAL
TNS_2940_I,PRINCIPAL
TNS_2941_I,PRINCIPAL
TNS_2942_I,PRINCIPAL
TNS_2943_I,PRINCIPAL
TNS_2944_I,PRINCIPAL
TNS_2945_I,DUPLICATE
TNS_2946_I,DUPLICATE
TNS_2947_I,DUPLICATE
TNS_2948_I,DUPLICATE
TNS_2949_I,DUPLICATE
TNS_2950_I,DUPLICATE
TNS_2951_I,DUPLICATE
TNS_2952_I,DUPLICATE
TNS_2953_I,DUPLICATE
TNS_2954_I,DUPLICATE
TNS_2955_I,DUPLICATE
TNS_2956_I,DUPLICATE
TNS_2957_V,DUPLICATE
TNS_2958_I,DUPLICATE
TNS_2959_I,DUPLICATE
TNS_2960_I,DUPLICATE
TNS_2961_I,DUPLICATE
TNS_2962_I,DUPLICATE
TNS_2963_V,DUPLICATE
TNS_2964_V,DUPLICATE
TNS_2965_V,DUPLICATE
TNS_2966_I,DUPLICATE
TNS_2967_V,DUPLICATE
TNS_2968_I,DUPLICATE
TNS_2969_I,DUPLICATE
TNS_2970_I,DUPLICATE
TNS_2971_I,DUPLICATE
TNS_2972_I,DUPLICATE
TNS_2973_I,DUPLICATE
TNS_2974_I,DUPLICATE
TNS_2975_I,DUPLICATE
TNS_2976_I,DUPLICATE
TNS_2977_I,DUPLICATE
TNS_2978_I,DUPLICATE
TNS_2979_I,DUPLICATE
TNS_2980_V,DUPLICATE
TNS_2981_V,DUPLICATE
TNS_2982_V,DUPLICATE
TNS_2983_V,DUPLICATE
TNS_2984_V,PRINCIPAL
TNS_2985_I,DUPLICATE
TNS_2986_I,DUPLICATE
TNS_2987_I,DUPLICATE
TNS_2988_V,DUPLICATE
TNS_2989_V,DUPLICATE
TNS_2990_V,DUPLICATE
TNS_2991_V,DUPLICATE
TNS_2992_V,DUPLICATE
TNS_2993_I,DUPLICATE
TNS_2994_V,DUPLICATE
TNS_2995_V,DUPLICATE
TNS_2996_V,PRINCIPAL
TNS_2997_V,DUPLICATE
TNS_2998_V,DUPLICATE
TNS_2999_V,PRINCIPAL
TNS_3000_V,DUPLICATE
TNS_3001_V,DUPLICATE
TNS_3002_I,DUPLICATE
TNS_3003_I,DUPLICATE
TNS_3004_I,DUPLICATE
TNS_3005_I,DUPLICATE
TNS_3006_I,DUPLICATE
TNS_3007_I,DUPLICATE
TNS_3008_I,DUPLICATE
TNS_3009_I,DUPLICATE
TNS_3010_I,DUPLICATE
TNS_3011_I,DUPLICATE
TNS_3012_I,DUPLICATE
TNS_3013_I,DUPLICATE
TNS_3014_I,DUPLICATE
TNS_3015_I,DUPLICATE
TNS_3016_I,DUPLICATE
TNS_3017_V,DUPLICATE
TNS_3018_I,DUPLICATE
TNS_3019_I,DUPLICATE
TNS_3020_I,DUPLICATE
TNS_3021_I,DUPLICATE
TNS_3022_V,DUPLICATE
TNS_3023_V,DUPLICATE
TNS_3024_V,DUPLICATE
TNS_3025_V,DUPLICATE
TNS_3026_V,DUPLICATE
TNS_3027_V,DUPLICATE
TNS_3028_V,DUPLICATE
TNS_3029_V,DUPLICATE
TNS_3030_V,DUPLICATE
TNS_3031_I,DUPLICATE
TNS_3032_I,DUPLICATE
TNS_3033_I,DUPLICATE
TNS_3034_I,DUPLICATE
TNS_3035_I,DUPLICATE
TNS_3036_I,DUPLICATE
TNS_3037_I,DUPLICATE
TNS_3038_I,DUPLICATE
TNS_3039_I,DUPLICATE
TNS_3040_I,DUPLICATE
TNS_3041_I,DUPLICATE
TNS_3042_I,DUPLICATE
TNS_3043_I,DUPLICATE
TNS_3044_I,DUPLICATE
TNS_3045_I,DUPLICATE
TNS_3046_I,DUPLICATE
TNS_3047_I,DUPLICATE
TNS_3048_V,DUPLICATE
TNS_3049_V,DUPLICATE
TNS_3050_I,DUPLICATE
TNS_3051_I,DUPLICATE
TNS_3052_I,DUPLICATE
TNS_3053_I,DUPLICATE
TNS_3054_I,DUPLICATE
TNS_3055_V,DUPLICATE
TNS_3056_V,DUPLICATE
TNS_3057_V,DUPLICATE
TNS_3058_V,DUPLICATE
TNS_3059_I,DUPLICATE
TNS_3060_V,DUPLICATE
TNS_3061_A,DUPLICATE
TNS_3062_A,DUPLICATE
TNS_3063_A,DUPLICATE
TNS_3064_A,DUPLICATE
TNS_3065_A,DUPLICATE
TNS_3066_A,DUPLICATE
TNS_3067_A,DUPLICATE
TNS_3068_A,DUPLICATE
TNS_3069_A,DUPLICATE
TNS_3070_A,DUPLICATE
TNS_3071_A,DUPLICATE
TNS_3072_A,DUPLICATE
TNS_3073_A,DUPLICATE
TNS_3074_A,DUPLICATE
TNS_3075_A,DUPLICATE
TNS_3076_A,DUPLICATE
TNS_3077_A,DUPLICATE
TNS_3078_A,DUPLICATE
TNS_3079_A,DUPLICATE
TNS_3080_I,DUPLICATE
TNS_3081_I,DUPLICATE
TNS_3082_I,DUPLICATE
TNS_3083_I,DUPLICATE
TNS_3084_I,DUPLICATE
TNS_3085_I,DUPLICATE
TNS_3086_I,DUPLICATE
TNS_3087_I,DUPLICATE
TNS_3088_I,DUPLICATE
TNS_3089_V,DUPLICATE
TNS_3090_V,DUPLICATE
TNS_3091_I,DUPLICATE
TNS_3092_I,DUPLICATE
TNS_3093_V,DUPLICATE
TNS_3094_V,DUPLICATE
TNS_3095_V,DUPLICATE
TNS_3096_V,DUPLICATE
TNS_3097_V,DUPLICATE
TNS_3098_V,DUPLICATE
TNS_3099_V,DUPLICATE
TNS_3100_V,DUPLICATE
TNS_3101_I,DUPLICATE
TNS_3102_I,DUPLICATE
TNS_3103_I,DUPLICATE
TNS_3104_I,DUPLICATE
TNS_3105_I,DUPLICATE
TNS_3106_I,DUPLICATE
TNS_3107_V,DUPLICATE
TNS_3108_V,DUPLICATE
TNS_3109_V,DUPLICATE
TNS_3110_I,DUPLICATE
TNS_3111_V,DUPLICATE
TNS_3112_V,DUPLICATE
TNS_3113_I,DUPLICATE
TNS_3114_I,DUPLICATE
TNS_3115_I,DUPLICATE
TNS_3116_I,DUPLICATE
TNS_3117_I,DUPLICATE
TNS_3118_I,DUPLICATE
TNS_3119_V,DUPLICATE
TNS_3120_V,DUPLICATE
TNS_3121_V,DUPLICATE
TNS_3122_I,DUPLICATE
TNS_3123_V,DUPLICATE
TNS_3124_V,DUPLICATE
TNS_3125_V,DUPLICATE
TNS_3126_V,DUPLICATE
TNS_3127_V,DUPLICATE
TNS_3128_V,DUPLICATE
TNS_3129_V,DUPLICATE
TNS_3130_V,DUPLICATE
TNS_3131_V,DUPLICATE
TNS_3132_V,DUPLICATE
TNS_3133_V,DUPLICATE
TNS_3134_V,DUPLICATE
TNS_3135_V,DUPLICATE
TNS_3136_V,DUPLICATE
TNS_3137_V,DUPLICATE
TNS_3138_V,DUPLICATE
TNS_3139_V,DUPLICATE
TNS_3140_V,DUPLICATE
TNS_3141_V,DUPLICATE
TNS_3142_I,DUPLICATE
TNS_3143_I,DUPLICATE
TNS_3144_V,DUPLICATE
TNS_3145_I,DUPLICATE
TNS_3146_I,DUPLICATE
TNS_3147_V,DUPLICATE
TNS_3148_V,DUPLICATE
TNS_3149_V,DUPLICATE
TNS_3150_V,DUPLICATE
TNS_3151_I,DUPLICATE
TNS_3152_I,DUPLICATE
TNS_3153_V,DUPLICATE
TNS_3154_V,DUPLICATE
TNS_3155_V,DUPLICATE
TNS_3156_V,DUPLICATE
TNS_3157_V,DUPLICATE
TNS_3158_V,DUPLICATE
TNS_3159_V,DUPLICATE
TNS_3160_V,DUPLICATE
TNS_3161_V,DUPLICATE
TNS_3162_V,DUPLICATE
TNS_3163_V,DUPLICATE
TNS_3164_V,DUPLICATE
TNS_3165_V,DUPLICATE
TNS_3166_V,DUPLICATE
TNS_3167_V,DUPLICATE
TNS_3168_V,DUPLICATE
TNS_3169_I,DUPLICATE
TNS_3170_I,DUPLICATE
TNS_3171_I,DUPLICATE
TNS_3172_I,DUPLICATE
TNS_3173_I,DUPLICATE
TNS_3174_V,DUPLICATE
TNS_3175_V,DUPLICATE
TNS_3176_V,DUPLICATE
TNS_3177_V,DUPLICATE
TNS_3178_V,DUPLICATE
TNS_3179_V,DUPLICATE
TNS_3180_V,DUPLICATE
TNS_3181_V,DUPLICATE
TNS_3182_V,DUPLICATE
TNS_3183_V,DUPLICATE
TNS_3184_V,DUPLICATE
TNS_3185_V,DUPLICATE
TNS_3186_V,DUPLICATE
TNS_3187_V,DUPLICATE
TNS_3188_V,DUPLICATE
TNS_3189_V,DUPLICATE
TNS_3190_V,DUPLICATE
TNS_3191_I,DUPLICATE
TNS_3192_I,DUPLICATE
TNS_3193_V,DUPLICATE
TNS_3194_V,DUPLICATE
TNS_3195_V,DUPLICATE
TNS_3196_V,DUPLICATE
TNS_3197_V,DUPLICATE
TNS_3198_V,DUPLICATE
TNS_3199_V,DUPLICATE
TNS_3200_I,DUPLICATE
TNS_3201_I,PRINCIPAL
TNS_3202_I,DUPLICATE
TNS_3203_V,DUPLICATE
TNS_3204_I,DUPLICATE
TNS_3205_V,DUPLICATE
TNS_3206_V,DUPLICATE
TNS_3207_V,DUPLICATE
TNS_3208_I,DUPLICATE
TNS_3209_I,DUPLICATE
TNS_3210_I,DUPLICATE
TNS_3211_I,DUPLICATE
